product_group,product_class,item_code,product_name,vendor_name,mrp,barcode
Decent,Decent-Rim,70129,Duranta Alloy  Double Wall Black Rim 24'',BCYCL,482,70129
Decent,Decent-Rim,70130,Duranta Alloy  Single Wall Silver Rim 24'',BCYCL,200,70130
Decent,Decent-Rim,70131,Duranta Alloy  Single Wall Black Rim 24'',BCYCL,250,70131
Decent,Decent-Rim,70132,Duranta Alloy  Double Wall Silver Rim 20'',BCYCL,397,70132
Decent,Decent-Rim,70133,Duranta Alloy  Double Wall Black Rim 20'',BCYCL,391,70133
Decent,Decent-Rim,70134,Duranta Alloy  Single Wall Silver Rim 20'',BCYCL,275,70134
Decent,Decent-Rim,70135,Duranta Alloy  Single Wall Black Rim 20'',BCYCL,210,70135
Decent,Decent-Rim,70136,Duranta Alloy  Single Wall Silver Rim 16'',BCYCL,244,70136
Decent,Decent-Chain Cover and Others,804015,Fork End 02,BCYCL,49,804015
Decent,Decent-Chain Cover and Others,804016,Droup Out  01,BCYCL,63,804016
Decent,Decent-Chain Cover and Others,804017,Droup Out  02,BCYCL,68,804017
Decent,Decent-Chain Cover and Others,804018,Droup Out  03,BCYCL,74,804018
Decent,Decent-Chain Cover and Others,804019,Phonics Type end,BCYCL,27,804019
Best Buy,Garments,903806,LADIES COMFORT NIGHT WEAR-0059,BBUY,350,903806
Decent,Decent-Handle Bar,804176,Rickshaw Handle Bar -28 In Round Nut,BCYCL,641,804176
Decent,Decent-Fork,804177,"Bicycle  MTB Fork Black-26""",BCYCL,366,804177
Decent,Decent-Fork,804178,"Bicycle  MTB Fork Blue-26""",BCYCL,406,804178
Decent,Decent-Fork,804179,"Bicycle  MTB Fork Red-26""",BCYCL,383,804179
Decent,Decent- Saddle,804180,Saddle  RBS -1202-Feather Print,BCYCL,311,804180
Decent,Decent- Saddle,804181,Saddle  RBS-1501 -Feather Print,BCYCL,281,804181
Decent,Decent- Saddle,804182,Saddle  RBS-2001-Feather Print,BCYCL,226,804182
Decent,Decent- Saddle,804183,Saddle RBS-2502-Feather Print,BCYCL,330,804183
Decent,Decent- Saddle,804184,Saddle  RBS -1202-Wings Print,BCYCL,311,804184
Decent,Decent- Saddle,804185,Saddle  RBS-1501 -Wings Print,BCYCL,269,804185
Decent,Decent- Saddle,804186,Saddle  RBS-2001-Wings Print,BCYCL,226,804186
Premium,Locksy Cont-Premium,72904,Locksy Rtg Pure Point Cont. Low - 1.3L,DPL,150,72904
Premium,Locksy Cont-Premium,72905,Locksy Rtg Pure Point Cont High - 1.7L,DPL,130,72905
Premium,Locksy Cont-Premium,72908,Locksy Rtg Pure Point Cont High - 3.2L,DPL,185,72908
Sonic,BLZ N WARRANTY LIGHT,807916,Blaze AC LED Night Lamp 0.5W B22 ( Orange),RPLE,55,807916
Sonic,BLZ N WARRANTY LIGHT,807917,Blaze AC LED Night Lamp 0.5W B22 (Pink),RPLE,55,807917
Sonic,BLZ N WARRANTY LIGHT,807918,Blaze AC LED Night Lamp 0.5W B22 (Blue),RPLE,55,807918
Sonic,BLZ N WARRANTY LIGHT,807919,BLZ LED DimLight 0.5W Red B22M,RPLE,50,807919
Sonic,BLZ N WARRANTY LIGHT,807920,Blaze LED Smart Night Lamp 0.5W-2Pin Plug ( Green),RPLE,85,807920
Best Buy,Kitchenware (Local),903495,Knife with Wooden Cover,BBUY,75,903495
Best Buy,Kitchenware (Local),903492,Flask SS Heavy 1.3 liter,BBUY,"1,195",903492
Swift,CLK HOLE BOX,801456,CLICK-Premium-Eight Hole Box Classic.,RPLE,125,801456
Best Buy,Kitchenware (Yiwu),903551,PEELER WITH KNIFE-IMP,BBUY,85,903551
Best Buy,Kitchenware (Local),903552,Knife Non stock 3 pcs set Medium,BBUY,195,903552
Best Buy,Kitchenware (Local),903554,Greater normal China,BBUY,185,903554
Best Buy,General Household L,903558,Salt pot Ambos,BBUY,100,903558
Vision-Style,VS LED TV,807132,"19""-43""  Normal remote",PIP(E),350,807132
Vision-Style,VS LED TV,807131,"43""  Smart remote",PIP(E),575,807131
Vision-Style,VS TV Remote,807127,Vision 21” CRT TV Remote,PIP(E),100,807127
Vision-RAC,VSN Chest Freezer,802931,Vision Chest Freezer Vis-145L Red,DPLE,"19,800",802931
Vision-RAC,VSN Chest Freezer,802932,Vision Chest Freezer Vis-145L Gray,DPLE,"19,800",802932
Pacific,Short Stool-Pacfic,76778,Round Stool Short - Red,DPL,140,845944010841
Topper,Bright Eco. Utensils,805196,Economy Bright Rice Disco Bowl - 12 (BS),RFL,265,8051960000007
Topper,Bright Eco. Utensils,805198,Economy Bright Curry Disco Bowl - 9 (BS),RFL,125,8051980000001
Topper,Bright Eco. Utensils,805200,Economy Bright Curry Disco Bowl - 12 (BS),RFL,215,8052000000018
Vision-RAC,VSN Refr.Special Pro,801973,VSN GD Refrigerator VIS-300G (Crystal Flower Re,DPLE,"33,100",801973
Vision-RAC,VSN Refr.Special Pro,801974,VSN GD Refrigerator VIS-300G (Lotus Flower Gold,DPLE,"33,100",801974
Vision-RAC,VSN Refr.Special Pro,801975,VSN GD Refrigerator VIS-300G (Lotus Flower Purp,DPLE,"33,100",801975
Vision-RAC,VSN Refr.Special Pro,801976,VSN GD Refrigerator VIS-300G (Shiny Wave Red),DPLE,"33,100",801976
Winner,Other Cleaning Utili,920454,Kleen Fancy Wastage Bin,DPLS,85,845944069764
Popular,Rack With Leg-Popular,86285,Shoe Rack 5 Step - Red,DPL,600,845944049759
Best Buy,Stationary,903597,Photo Copy Paper (size A4-80GSM),BBUY,1,903597
Best Buy,Mobile and Mobile acce,903596,Lumia 550 BLACK/GRAY/GREEN/ORANGE,BBUY,"12,000",903596
Goodluck,Accessoris-Good Luck,921115,2 Part Big Pencil Box Lid,DPLS,7,921115
Power,Clearance Sales-2,920898,Cereal Bowl With Lid-Tulip,MLMN,120,845944069825
Power,Clearance Sales-2,920901,Smart Bowl with Lid-Lora,MLMN,130,845944069856
Decent,Decent-Fork Stem,70100,Steering Pipe 22.2 Id X254,BCYCL,86,70100
Decent,Decent-Seat Post,78706,Bicycle Seat Post 250 mm,BCYCL,63,78706
Decent,Decent-Seat Post,78743,Bicycle Seat Post 160 mm,BCYCL,44,78743
Decent,Decent-Chain Cover and Others,70108,Chain Wheel 36T,BCYCL,80,70108
Decent,Decent-Chain Cover and Others,70118,"Training Wheel Braket 16""",BCYCL,116,70118
Best Buy,Mobile Recharg,903886,FOOTBALL-IMP,BBUY,155,903886
Best Buy,Mobile Recharg,903888,ALPHABET & NUMERIC TOYS-IMP,BBUY,295,903888
Best Buy,Mobile Recharg,903889,CUTE GIRL-IMP,BBUY,155,903889
Best Buy,Home Decore (Yiwu),903891,FLOWER TUB (FIBER)-6.30-IMP,BBUY,155,903891
Best Buy,Home Decore (Yiwu),903892,FLOWER TUB (FIBER)-8.00-IMP,BBUY,195,903892
Best Buy,Home Decore (Yiwu),903893,FLOWER TUB (FIBER)-2.90-IMP,BBUY,100,903893
Best Buy,Stationary (Yiwu),903894,KIDS BAG-23-IMP,BBUY,600,903894
Best Buy,Kitchenware (Import),903895,CHOPPING MACHINE-IMP,BBUY,375,903895
Best Buy,Kitchenware (Yiwu),903897,TOWEL-1.80-IMP,BBUY,75,903897
Best Buy,Best Buy-Import,903898,DUST CLEANER-IMP,BBUY,100,903898
Best Buy,Best Buy-Import,903901,HANGER-2.60-IMP,BBUY,150,903901
Best Buy,Baby care (Local),903904,BABY FLASK-IMP,BBUY,255,903904
Best Buy,Best Buy-Import,903905,KETCH UP BOTTLE-1.20-IMP,BBUY,50,903905
Best Buy,Glassware (Local),903908,WATER CUP-2.80-IMP,BBUY,75,903908
Regal,Comfy Metress Item,811245,"Comfy Emporio Mattress(78""X71""X4"")",BBML(F),"10,835",811245
Regal,Comfy Metress Item,812764,"Comfy Touch Mattress  78""X71""X8"" (Spring)",BBML(F),"18,413",812764
Decent,Decent-Rim,70137,Duranta Alloy  Single Wall Black Rim 16'',BCYCL,160,70137
Decent,Decent-Chain Cover and Others,70138,Headset-STL-SF-HP02,BCYCL,60,70138
Best Buy,Kitchenware (Yiwu),903900,WOODEN SPOON-IMP,BBUY,100,903900
Best Buy,Best Buy-Import,903902,LUNCH BOX-SS 1 LAYER-IMP,BBUY,255,903902
Best Buy,Best Buy-Import,903903,SS TIFFIN CARRIER-IMP,BBUY,195,903903
Best Buy,Best Buy-Import,903906,SOAP CASE-IMP,BBUY,40,903906
Best Buy,Best Buy-Import,903909,LUNCH BOX-MY HAPPY TIME-IMP,BBUY,175,903909
Regal,METAL SOFA SET,812348,SDC-201-7-2-66(1PART)//(FEBRIC-110),BBML(F),"17,000",812348
Regal,METAL SOFA SET,812350,SDC-201-7-2-66(1PART)(FEBRIC-112),BBML(F),"17,000",812350
Decent,Decent- Saddle,804187,Saddle RBS-2502-Wings Print,BCYCL,336,804187
Decent,Decent- S Program,804190,DURANTA BICYCLE BRAKE SET,BCYCL,285,804190
Decent,Decent-Fork,804191,Fork for Avenger 20 Inch,BCYCL,349,804191
Decent,Decent -Trading Direct Sales,804193,DURANTA  FRONT HUB,BCYCL,98,804193
Decent,Decent -Trading Direct Sales,804194,DURANTA  REAR HUB,BCYCL,118,804194
Shine,Basin and Sink Tap,98466,Pillar Cock (W)-Thread Moving S2 (45°),RPL,268,98466
Shine,Plastic Pan-,98440,SaTo Pan (W/O Trap Door)-SM Blue,RPL,99,98440
Best Buy,Glassware (Local),903305,"6"" BOWL-W4106-IMP",BBUY,90,903305
Best Buy,Glassware (Local),903306,"4"" BOWL-W4104-IMP",BBUY,45,903306
Best Buy,Glassware (Local),903307,ICE CREAM CUP-IC15010-IMP,BBUY,125,903307
Pioneer,Trading-Pioneer,79628,Sun Mug (Trading 12487GJ),DPL,150,845944095022
Best Buy,Kitchenware (Local),903497,Kitchen china almirah,BBUY,"3,850",903497
Prestige,Hanger-Prestige,913270,Shirt Hanger 41CM-SM Blue,DPL,30,913270
Regal,METAL SOFA SET,812093,TCC-203-4-1-08,BBML(F),"5,500",812093
Winner,Infant Product,920383,Dora Tiffin Box - Winner,DPLS,85,845944069948
VIGO-RAC,VG LED TV,824058,Vigo 19” LED TV A01,PIP(E),"7,900",824058
VIGO-RAC,VG LED TV,824059,Vigo 28” LED TV E01,PIP(E),"15,550",824059
Vision-Style,VS LED TV,823054,"Vision 24"" LED TV A01",PIP(E),"16,110",823054
Duranta,"Complete Cycle 20""",804456,Duranta Steel 1-Spd Scool-M-20.05-Red,BCYCL,"10,440",804456
Power,Melamine -Topper,806738,"Topper Melamine Rtg Handle Tray 18""",MLMN,345,806738
Power,Melamine -Topper,806739,"Topper Melamine Rtg Handle Tray 16""",MLMN,255,806739
Power,Melamine -Topper,806740,"Topper Melamine Rtg Handle Tray 12.6""",MLMN,185,806740
Power,Melamine -Topper,806741,"Topper Melamine Glass 4.5""",MLMN,40,806741
DPL Export,Container-DPL Export,72523,Aroma Airtight Rtg High Cont - 2400 ML,DPL,120,72523
Vision-RAC,VSN Refr.Special Pro,823206,VSN Refrigerator VIS-215 Red Flower,DPLE,"26,900",823206
Power,Bowl,921717,"4.5"" Soup Bowl -Assorted",MLMN,70,845944073679
Power,Bowl,921718,"5"" Soup Bowl -Assorted",MLMN,80,845944073686
Power,Clearance Sales-2,921724,Fancy Tray-School Bus-Assorted,MLMN,140,845944073747
Power,Melamine -Advance,921725,"7"" Soup Plate -Assorted",MLMN,85,845944073754
Power,Melamine -Advance,921727,"6.5"" Meat Plate -Assorted",MLMN,75,845944073778
Power,Melamine -Advance,921730,"8"" Soup Plate -Assorted",MLMN,100,845944073808
Decent,Decent -Plasitc Comp,804232,Training Wheel  & Bracket-20In,BCYCL,238,804232
Decent,Decent- Bearing,804244,Decent Bearing 69004 2RS,BCYCL,"1,159",804244
Best Buy,Stationary,903595,Mobile Card Tk-200/=,BBUY,200,903595
Best Buy,Stationary,903594,Mobile Card Tk-100/=,BBUY,100,903594
Best Buy,Recharge,903593,Mobile Card Tk-50/=,BBUY,50,903593
Pioneer,Trading-Pioneer,82418,PC CHAIR 111-APC - CLEAR01 (TRADING),DPL,"3,080",845944010742
Pioneer,Trading-Pioneer,82424,PC CHAIR 124-APC - SMOKE02 (TRADING),DPL,"3,200",845944010797
Pioneer,Others Chair-Pioneer,82422,PC CHAIR 156-APC - TR AMBER8 (TRADING),DPL,"4,070",845944010773
Prado,WithArm Chair-Pulsar,82419,PC CHAIR 115-APC - SOLID RED11 (TRADING),DPL,"3,300",845944010780
Pioneer,Trading-Pioneer,82417,PC CHAIR 108-APC - TR RED10 (TRADING),DPL,"3,850",845944010735
Pioneer,Trading-Pioneer,82421,PC CHAIR 127-APC1 - CLEAR01 (TRADING),DPL,"2,090",845944010766
Pioneer,Trading-Pioneer,82420,PC CHAIR 164-BPC - CLEAR01 (TRADING),DPL,"5,280",845944010759
Power,Clearance Sales-2,75942,"8.5"" Rice Spoon-Oliva",MLMN,60,845944063694
Winner,Floor Brush,81147,Bravo Brush,DPLS,35,81147
Goodluck,COMB,81188,Princess Comb - Lotus,DPLS,10,845944065766
Winner,Other Cleaning Utili,81149,Rubber Dust Pan-WN,DPLS,40,845944064837
Winner,Thermo-Flask,81152,Crown Flask-1L,DPLS,650,845944064493
Power,Spoon,75944,"11.5"" Spoon (WO Hole)-Oliva",MLMN,55,845944063717
Power,Spoon,75945,Tea Spoon 12 Pcs Set-Oliva,MLMN,165,845944063724
Goodluck,COMB,81133,Princess Comb -Lilac,DPLS,20,845944065650
Goodluck,Tufting Product,81180,Kleen Marble Floor Brush,DPLS,45,81180
Duranta,"Complete Cycle 28""",804007,"Sample Bicycle  - 28""",BCYCL,"5,718",804007
Duranta,"Complete Cycle 12""",804253,Duranta Glitter  Bicycle -12”,BCYCL,"6,150",804253
Duranta,"Complete Cycle 16""",804314,Duranta Steel 1-Spd Extreme X-300 16 Blue,BCYCL,"7,570",804314
Duranta,"Complete Cycle 16""",804325,Duranta Steel 1-Spd Premier-M-16.03-Red,BCYCL,"6,790",804325
Duranta,Complete Cycle-26',804326,Duranta Alloy 21-Spd Allan Primo 26 Green W/M,BCYCL,"13,705",804326
Duranta,"Complete Cycle 24""",804327,Duranta Valor Gents 24”-Blue,BCYCL,"8,070",804327
Regal,WOODEN SOFA,812792,TCC-303-3-1-20,BBML(F),"6,900",812792
Regal,LB DRESSING SET,812154,DTH-106-1-1-20,BBML(F),"9,900",812154
Regal,LB MULTP SHELF(MSC),811735,VENUS-BSC-103-1-1-20(BOOK SELF),BBML(F),"16,250",811735
Regal,LB OFFICE FURNITURE,812161,CTO-104-1-1-33,BBML(F),"47,300",812161
Regal,LB OFFICE FURNITURE,811885,CTO-105-1-1-36,BBML(F),"18,250",811885
Prestige,Service Bowl-Prestige,95626,Holly Bowl 800 ML-Assorted,DPL,60,95626
Prado,Service Bowl-Prado,95627,Holly Bowl 1200 ML-Assorted,DPL,80,845944091932
Power,Mel. Clearance Sales,94581,"13""Bowl-Holy Ramadan",MLMN,290,94581
Regal,Comfy Metress Item,811246,Comfy Mattress(1150x1990x75MM),BBML(F),"7,129",811246
Regal,Comfy Metress Item,812762,"Comfy Natural Mattress  78""X71""X4""",BBML(F),"11,145",812762
Best Buy,Mobile and Mobile acce,903913,Nokia 105,BBUY,"1,799",903913
Best Buy,Electronics (Local),903914,Nokia 130,BBUY,"2,150",903914
Topper,Bright Premium Alu,805062,Economy Bright Curry Bowl-11 with Lid (BB),RFL,300,8050620000005
Power,Clearance Sales-2,92243,Spring Bowl Set,MLMN,525,845944064875
Power,Clearance Sales-2,92245,Premio Bowl Set,MLMN,310,845944064899
Power,Color - Melamine,92247,"13"" Double Color Bowl",MLMN,430,845944064998
Best Buy,General Household L,902786,Basket  Fruit Color  Plastic Small,BBUY,60,902786
Best Buy,General Household L,902787,Basket  Fruit Color  Plastic Medium,BBUY,115,902787
Best Buy,Kitchenware (Local),902788,Kitchen  brush ss 4 pcs set,BBUY,75,902788
Titan,COOKER HOOD,808277,Cooking System Installation,RMIL,"113,000",808277
Titan,RFL Auto Gas Stove,801394,SINGLE AUTO PC LPG STOVE (1-15 BC),RMIL,"1,600",845944086051
Titan,RFL Auto Gas Stove,801395,DOUBLE AUTO PC LPG STOVE (2-15 BC),RMIL,"2,450",845944086063
Titan,Non moving titan,808288,GSTV Kooks Premio Double LP,RMIL,"5,560",2202101965636340
Titan,Non moving titan,808289,GSTV Kooks Premio Double NG,RMIL,"5,560",2202101760361070
Titan,Non moving titan,808290,GSTV Kooks Matrix Double LP,RMIL,"4,940",808290
Titan,Non moving titan,808291,GSTV Kooks Matrix Double NG,RMIL,"4,940",2202101675201590
Titan,LPG REGULATOR,808292,LPG LOW PRESSURE BRASS REGULATOR M-22,RMIL,360,2202101134825870
Titan,LPG REGULATOR,808293,LPG LOW PRESSURE BRASS REGULATOR M-20,RMIL,360,9555962706459
Titan,LPG REGULATOR,808294,LP HIGH PRESSURE REGULATOR MC-20,RMIL,600,808294
Titan,LPG REGULATOR,808295,LP HIGH PRESSURE REGULATOR MC-22,RMIL,600,2202081716958190
Tigon,W.Scale,75422,Weighging Scale (TCS A2)-60Kg,RMIL,"5,325",2202101079734130
Tigon,W.Scale,80354,Weighing Scale Prescision-1kg,RMIL,700,2202101208489670
Tigon,W.Scale,808998,Weighing Scale LA-116X300-300Kg,RMIL,"11,500",845944087265
Tigon,ECO Weighing Scale,808997,Weighing Scale LA-126-30Kg,RMIL,"2,950",808997
Tigon,W.Scale,808698,Weighing Scale LA-116X200-200Kg,RMIL,"9,875",845944087231
Tigon,W.Scale,808699,Weighing Scale LA-116X500-500Kg,RMIL,"18,950",845944087299
Regal,METAL SWIVAL CHAIR,811299,CSC-208-7-1-66(1PART)(SWIVEL),BBML(F),"8,070",811299
Regal,METAL SWIVAL CHAIR,811285,CSC-206-7-1-66(1PART)(SWIVEL),BBML(F),"8,320",811285
Regal,METAL SWIVAL CHAIR,811300,CSC-209-7-1-66(1PART(SWIVEL),BBML(F),"9,690",811300
Regal,METAL SWIVAL CHAIR,811269,SWIVEL CHAIR-CSC-201-7-1-66(1PART),BBML(F),"10,440",811269
Premium,Funnel-Premium,91399,Egg Separator - White,DPL,20,845944043818
Decent,Decent-Spoke,804260,Van Spoke 290 mm -Black,BCYCL,695,804260
Decent,Decent-Rim,804270,Duranta Steel RIM - Economy (32 Hole),BCYCL,460,804270
Decent,Decent-Rim,804275,Duranta Steel RIM -Mega Star (64 Hole),BCYCL,770,804275
Diganta,RFL-Tyre and Tube for IC,804305,Duranta Cycle Tyre-26InX1.95 (D-2630)-IC,TYRE,260,804305
Duranta,RMIL Tools and Acc (Du,75465,Duranta-Combination Wrench 16MM,BCYCL,129,75465
Duranta,RMIL Tools and Acc (Du,75466,Duranta-Combination Wrench 17MM,BCYCL,135,75466
Duranta,RMIL Tools and Acc (Du,75467,Duranta-Combination Wrench 18MM,BCYCL,152,75467
Vision-RAC,PG VSN Refrigeration,802812,PG Vision GD Refrigerator 240G (Lotus Flower Purpl,DPLE,"30,700",802812
Vision-RAC,PG VSN Refrigeration,802813,PG Vision GD Refrigerator 280G (Crystal Flower Red,DPLE,"33,100",802813
Power,Melamine -Advance,920832,"7"" Soup Plate -Lilac",MLMN,85,845944069122
Popular,Lunch Box-Popular,912424,Modern Two Part Tiffin Box - Orange,DPL,130,912424
Popular,Lunch Box-Popular,912425,Modern Two Part Tiffin Box - Red,DPL,130,912425
Prominent,Hanger-Prominent,76897,King Hanger 6 Pcs Set-Red,DPL,130,845944049933
Prado,Hanger-Prado,76898,Princes Hanger 6 Pcs Set,DPL,130,845944049940
Prado,Service Bowl-Prado,86186,Sophia Bowl Big-Assorted,DPL,100,845944091772
Prado,Service Bowl-Prado,86187,Sophia Bowl Medium-Two Color Red,DPL,60,845944091789
Best Buy,Kitchenware (Yiwu),903391,24PCS CUTLERY SET-IMP,BBUY,470,903391
Duranta,Complete Cycle-26',804308,Duranta Alloy 21-Spd Allan Inova 26 Red,BCYCL,"16,905",804308
Pioneer,Wardrobe-Pioneer,91175,RFL Wardrobe Double 5 Drawer Deluxe - Jasmine,DPL,"11,500",845944011534
Pacific,Kitchen Stool- Pacfic,76781,Kitchen Stool Short - Red,DPL,150,845944011046
Regal,METAL COMFY FOAM,811628,"POLY FOAM 72""X48""X4""",BBML(F),"3,690",811628
Regal,METAL COMFY FOAM,811629,"POLY FOAM 22""X22""X2""",BBML(F),250,811629
Regal,METAL COMFY FOAM,811631,"POLY FOAM 22""X22""X4""",BBML(F),505,811631
Regal,METAL COMFY FOAM,811632,"POLY FOAM 72""X36""X4""",BBML(F),"2,725",811632
Regal,METAL COMFY FOAM,811635,"POLY FOAM 72"" X36"" X1""",BBML(F),695,811635
Goodluck,FILE,920150,Stationery Packeg -DITF,DPLS,110,920150
Goodluck,FILE,920406,Liner My Bag With Stationery Package-DITF06,DPLS,210,920406
Goodluck,ERASER,78480,Good Luck Eraser - Xtreme,DPLS,6,845944060235
Regal,WOODEN SOFA,812175,ISABELLA-SFC-308-3-4-20(CLASSIC)(FEBRIC-120),BBML(F),"22,500",812175
Regal,LB SHOWCASE,811883,VELVET-SCH-105-1-1-24(CORNER SHELF),BBML(F),"4,750",811883
Power,Bowl,920810,"5"" Curry Bowl -Camellia",MLMN,105,845944068682
Winner,Infant Product,920378,Babo Water Bottle-550 ML (Winner),DPLS,105,845944069993
Shine,Faucet and Hand Shower,98412,Fancy Hand Shower-Blue,RPL,367,98412
Shine,Basin and Sink Tap,98404,Sink Cock(W)Thread Moving (90-L),RPL,323,98404
Shine,Commode Cover,99872,Basin Paddle-White,RPL,357,99872
Shine,Trading Batthroom Fitting,98417,Elegant Hand Shower- Aluminium,RPL,800,98417
Shine,Faucet and Hand Shower,98445,Fancy Push Shower-White,RPL,379,98445
Goodluck,FILE,94535,Good Luck Document Bag - Premium - Vertical,DPLS,14,845944073310
Prestige,Laundry Basket-Prestige,76850,Storio Basket Big - White,DPL,"1,220",845944092045
Prado,Diamond Jug-Prado,79972,Pearl Jug 1.2 L,DPL,200,845944091802
Prime,Decorator Table -Prime,82251,Deco Table 6 Seat S/L Print Rock-1 Sandal Wood,DPL,"5,200",845944010926
Prado,Plate-Pulsar,79977,Sophia Plate - Big,DPL,65,845944092021
Power,Clearance Sales-2,920780,"10"" Coup Plate -Lily",MLMN,130,845944068385
Regal,WOODEN SOFA,811439,SDC-313-3-2-00//(Febric-C-1)(Classic),BBML(F),"28,300",811439
Topper,TPR NS Regular,805142,TPR Karai  - 26 cm - Eco Super,RFL,625,8051420000004
Vision-RAC,VSN Refr.Special Pro,75289,VSN Refrigerator VIS-265 SS,DPLE,"29,600",75289
Power,Clearance Sales-2,920918,Shoe Spooner,MLMN,75,845944072108
Power,Clearance Sales-2,920803,"7"" Soup Bowl -Lily",MLMN,160,845944068613
Prominent,Trading-Prominent,82439,Toilet Brush MH-1TLA23 (Trading),DPL,75,82439
Shine,Basin and Sink Tap,98439,Sink Cock (W) Thread Moving-S1 (45),RPL,268,98439
Shine,Plastic Pan-,98459,Shine Bath Mat (Blue)-s,RPL,279,98459
Shine,Plastic Pan-,98458,Shine Bath Mat (Red)-s,RPL,279,98458
Pacific,Wall Clock-Pacific,82361,Oliver Wall Clock - Brown,DPL,300,845944091529
Prominent,Trading-Prominent,82434,Mini Dustpan MH-3SLA07 (Trading),DPL,65,842251176499
Goodluck,Accessoris-Good Luck,921110,Sharpener Joy - Body,DPLS,4,921110
Goodluck,Accessoris-Good Luck,921111,Sharpener Puppy - Cover,DPLS,5,921111
Goodluck,Accessoris-Good Luck,921112,Sharpener Puppy - Ear,DPLS,3,921112
Winner,Infant Product,920376,Pogo Water Bottle-550 ML (Winner),DPLS,100,845944069979
Winner,Infant Product,920377,Pogo Water Bottle-450 ML (Winner),DPLS,95,845944069986
Winner,Infant Product,920382,Duck Water Bottle-400 ML (Winner),DPLS,75,845944070036
Goodluck,Accessoris-Good Luck,921113,2 Part Big Pencil Box Bottom,DPLS,18,921113
Best Buy,Toys and sports (Local,903849,Toys Baby Cycle,BBUY,65,903849
Sigma,Comfy Mattress,820064,"Comfy Emporio Mattress  81""X69""X4""",BBMLT,"10,934",820064
Sigma,Comfy Mattress,820068,"Comfy Nexa Mattress  81""X69""X4""",BBMLT,"11,247",820068
Topper,TPR NS Glamour and IB,805015,TPR NS Glamour Casserole with Lid (Red) - 24 cm,RFL,"1,655",8050150000001
Topper,TPR NS Glamour and IB,805014,TPR NS Glamour Casserole with Lid (Red) - 22 cm,RFL,"1,455",8050140000004
Topper,TPR NS Glamour and IB,805013,TPR NS Glamour Karai with Lid (Red) - 26 cm,RFL,"1,375",8050130000007
Best Buy,General Household L,77325,Hair Brush Round Salon,BBUY,100,77325
Best Buy,Lifestyle,77324,Hair Brush Salon,BBUY,120,77324
Best Buy,Ceramics (Local),77323,Mug-Apple,BBUY,125,77323
Best Buy,Baby care (Local),77181,Baby Hair Band Normal,BBUY,85,77181
Best Buy,Ornaments,77182,Baby Churi,BBUY,45,77182
Best Buy,Stationary,77171,School  Stationery ( 5 pcs Set),BBUY,50,77171
Best Buy,Stationary,77172,School  Stationery Big ( 5 pcs Set),BBUY,70,77172
Best Buy,General Household L,77173,Salt Pot SS,BBUY,95,77173
Best Buy,General Household L,77174,Salt Pot SS Exclusive,BBUY,100,77174
Best Buy,General Household L,77175,Salt Pot SS Exclusive (Colour),BBUY,150,77175
Best Buy,Kitchenware (Local),77176,Scissors Fish Cutting -01,BBUY,75,77176
Best Buy,Kitchenware (Local),77177,Scissors Fish Cutting -02,BBUY,165,77177
Best Buy,Kitchenware (Local),77178,Scissors Fish Cutting -03,BBUY,250,77178
Best Buy,Kitchenware (Local),77179,Scissors Fish Cutting - 04,BBUY,200,77179
Best Buy,Kitchenware (Local),77180,Scissors Fish Cutting-05,BBUY,225,77180
Vision-RAC,VSN Chest Freezer,94785,Vision Chest Freezer VIS-220DS Blue,DPLE,"24,300",94785
Techno,Non moving techno,808703,"Brass Gate Valve 1.25""",RMIL,"1,000",808703
Techno,Valve,808704,"Brass Gate Valve 1.5""",RMIL,"1,355",808704
Techno,Non moving techno,808705,"Brass Gate Valve 2""",RMIL,"2,175",808705
Techno,Valve,808706,"Brass Line Check Valve 0.75""",RMIL,235,808706
Techno,Non moving techno,808707,"Brass Line Check Valve 1.25""",RMIL,535,808707
Prado,Washing Net-Prado,72606,Sweety Rice Washing Bowl 26 CM - Light Blue,DPL,100,845944091208
Best Buy,General Household I,903715,3-LAYER MULTI COLOR LUNCH BOX-IMP,BBUY,695,903715
Best Buy,General Household I,903716,CONDIMENT BOX-HX0017370-IMP,BBUY,325,903716
Best Buy,General Household I,903717,CONDIMENT BOX-HX0017553-IMP,BBUY,155,903717
Best Buy,General Household I,903718,CONDIMENT BOX-HX0017369-IMP,BBUY,215,903718
Pride,Two Color Drinking Mug-Pride,76877,Paris Mug - Two Color Red,DPL,60,845944091680
Promising,Folding Chair -Promising,82568,Folding Casual Chair (Tulip-Bar) - Rose Wood,DPL,720,82568
Decora,PVC Almirah(Premio),802770,PVC Big Almirah Rosebee,BBML,"6,250",802770
Regal,WOODEN SOFA,812369,SDC-314-3-1-20(Classic)//(Febric-C-1),BBML(F),"31,500",812369
Prestige,Spice Box-Prestige,76920,Sophia Salt Pot,DPL,30,845944091734
Regal,METAL IND-RACK,812108,Heavy Duty Rack Beam(9 feet)-HDB-203-2-1-06,BBML(F),"3,190",812108
Regal,METAL PRINTED ALMIRAH,811538,HOUSEHOLD ALMIRAH-AFH-201-4-1-44,BBML(F),"26,000",811538
Swift,CLK DB BOX,807601,"UTA WITH USB,1A-CLK-807601",RPLE,370,807601
Power,Clearance Sales-2,920773,"10"" Soup Plate -Dahlia-Topper",MLMN,130,845944068316
